circrna,N1,N2,N3,N4,N5,T1,T2,T3,T4,T5
chr5:93395146-93396759(-),0,0,0,0,0,0,0,0,0,5.0714693005
chr4:16760781-16816050(-),0,0,2.0285877202,5.3120895895,0,0,0,0,0,0
chr15:80728424-80728728(-),0,0,0,2.6560447947,0,0,0,0,0,0
chr12:64456697-64491155(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr18:60206914-60217693(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr4:58051853-58052185(+),0,0,0,0,0,0,0,6.0857631605,0,0
chr2:223765392-223781214(+),0,0,0,3.9840671921,0,0,0,0,0,0
chr2:138332984-138334153(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:198384111-198389808(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr19:52490963-52491113(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr17:48814321-48819092(+),5.1427121026,2.0285877202,0,0.6640111987,0,0,0,0,0,0
chr21:14499941-14503856(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr8:117668095-117671219(-),7.7140681539,4.0571754404,5.0714693005,3.3200559934,2.1211715561,0,0,0,0,0
chr9:137927837-137928009(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr17:29483001-29497015(+),2.5713560513,5.0714693005,2.0285877202,0,0,0,0,0,0,0
chr17:53116606-53119078(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr3:185309607-185312495(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr16:7645551-7657340(+),1.2856780257,0,1.0142938601,4.6480783908,0,0,0,0,0,0
chr12:99780040-99793589(-),0,3.0428815803,1.0142938601,5.3120895895,3.1817573342,0,0,0,0,0
chr3:4829631-4847951(+),0,0,0,3.3200559934,0,0,0,0,0,0
chr1:225116686-225116859(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr20:34053568-34055380(+),0,0,3.0428815803,0,0,0,0,0,0,0
chr19:52383118-52383323(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr19:54941060-54941783(+),0,0,0,3.3200559934,0,0,0,0,0,0
chr15:100138635-100173378(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr12:61376604-61376814(-),0,0,0,0,0,1.0142938601,0,0,0,18.2572894816
chr5:115427340-115433775(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr5:132341919-132342958(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:89857059-89857836(+),0,0,0,0,0,3.0428815803,0,0,0,0
chr14:99924616-99932150(-),48.8557649748,33.471697383,31.4431096628,29.2164927421,47.7263600128,0,0,0,0,0
chr11:34969053-35006275(+),1.2856780257,0,0,5.3120895895,0,0,0,0,0,0
chr3:131836721-131838123(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr10:42384510-42391903(+),0,0,0,0,0,2.0285877202,5.0714693005,0,0,0
chr13:75868990-75880607(-),0,4.0571754404,0,0,0,0,0,0,0,0
chr4:13378169-13383218(-),0,3.0428815803,0,0,2.1211715561,0,0,0,0,0
chrM:3576-8430(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr7:91924203-91981956(-),0,3.0428815803,0,0,0,0,0,0,0,0
chr5:100866740-100866889(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr20:20013746-20013961(-),0,0,3.0428815803,0,0,0,0,0,0,0
chr1:149931603-149936274(-),6.4283901283,0,3.0428815803,0,0,0,0,0,0,0
chrY:2954674-2954835(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr11:83768553-83768767(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:91319939-91320295(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr17:36933940-36943173(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr2:99242186-99256691(-),0,0,3.0428815803,0,0,0,0,0,0,0
chr16:68893787-68912183(+),0,0,0,5.9761007882,0,0,0,0,0,0
chr1:121387085-121483376(-),0,0,0,0,0,0,0,4.0571754404,0,0
chr4:103488144-103498196(+),2.5713560513,0,0,0,1.0605857781,0,0,0,0,0
chr3:10967803-10970850(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr4:139086096-139086272(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:78314011-78314479(-),0,0,0,0,0,3.0428815803,0,0,0,0
chr1:39638203-39638566(+),0,0,0,0,0,0,0,0,0,3.0428815803
chr2:157692849-157693075(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr12:122720333-122723271(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr10:90661413-90682193(+),1.2856780257,6.0857631605,0,0,2.1211715561,0,0,0,0,0
chr10:135152685-135153037(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr3:183480688-183489510(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr2:184804280-184804641(-),0,0,0,0,0,0,4.0571754404,0,0,0
chr11:6630140-6631356(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr9:88284400-88296250(-),0,0,0,0,2.1211715561,0,0,0,0,0
chr19:27734494-27738571(-),0,0,0,0,0,1.0142938601,7.1000570206,0,0,0
chr9:124049201-124049571(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr22:28939353-28939537(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr18:43467812-43469868(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr16:22157557-22159627(+),0,1.0142938601,0,5.3120895895,0,0,0,0,0,0
chr13:92345441-92353264(+),3.857034077,0,0,0,0,0,0,0,0,0
chr7:11441422-11521609(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr3:179576850-179605572(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr1:230935112-230935363(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr10:7178551-7178778(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr2:10452177-10452554(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr12:107002575-107048129(+),0,1.0142938601,3.0428815803,0,1.0605857781,0,0,0,0,0
chr7:32602378-32602818(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr9:10269352-10270055(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr10:12571821-12595355(+),0,1.0142938601,4.0571754404,3.9840671921,3.1817573342,0,0,0,0,0
chr17:11614235-11614492(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:43625110-43712464(-),1.2856780257,2.0285877202,1.0142938601,0,1.0605857781,0,0,0,0,0
chr16:58593708-58594266(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr22:18876858-18884307(-),0,0,0,0,0,0,0,0,3.0428815803,0
chr1:184403357-184403733(-),0,0,0,0,0,0,0,0,0,12.1715263211
chr18:28940758-28941380(+),0,0,0,0,0,0,0,7.1000570206,0,0
chr22:17729518-17729896(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr5:139819704-139825560(+),2.5713560513,2.0285877202,0,0,0,0,0,0,0,0
chr7:44286719-44294206(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr1:22041882-22056325(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr12:66826328-66850122(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr1:229422233-229439747(+),1.2856780257,0,3.0428815803,4.6480783908,1.0605857781,0,0,0,0,0
chr10:91371453-91371805(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr8:27605594-27610104(+),0,4.0571754404,0,0,0,0,0,0,0,0
chr2:101879001-101879153(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr15:49528048-49531564(+),5.1427121026,9.1286447408,2.0285877202,9.9601679803,4.2423431122,0,0,0,0,0
chr1:10789342-10789567(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr7:55272024-55272616(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr10:18859051-18859298(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr17:61216693-61216968(-),0,0,0,0,0,0,0,4.0571754404,0,0
chr6:44539373-44542375(-),0,0,0,0,0,0,0,0,0,9.1286447408
chr9:124622616-124633027(-),2.5713560513,3.0428815803,1.0142938601,0,0,0,0,0,0,0
chr22:33777905-33828251(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr1:242092454-242092819(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:30697799-30698877(-),0,2.0285877202,2.0285877202,0,0,0,0,0,0,0
chr22:46085592-46125470(+),0,0,3.0428815803,0,0,0,0,0,0,0
chrM:5466-7100(+),0,0,0,0,0,0,0,0,3.0428815803,0
chr4:84439785-84439951(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr10:18816517-18825125(+),0,7.1000570206,1.0142938601,6.6401119869,5.3029288903,0,0,0,0,0
chrX:109931822-109943949(-),0,0,0,4.6480783908,0,0,0,0,0,0
chr18:24733026-24734452(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:170341398-170341668(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:84903327-84925640(-),0,0,0,1.9920335961,1.0605857781,0,0,0,0,0
chr8:125400787-125401031(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr7:24663282-24708279(+),3.857034077,4.0571754404,5.0714693005,0,1.0605857781,0,0,0,0,0
chr15:24501650-24501876(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:229597627-229632248(-),0,0,0,0,0,0,0,4.0571754404,0,0
chrM:8925-10997(+),0,0,0,0,0,0,0,0,5.0714693005,0
chr2:242079936-242080168(-),0,0,0,0.6640111987,6.3635146684,0,0,0,0,0
chr10:42385189-42390759(+),0,0,0,0,0,0,0,0,2.0285877202,0
chr4:8039052-8039229(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:95609447-95616975(+),15.4281363078,33.471697383,6.0857631605,18.5923135632,11.6664435587,0,0,1.0142938601,0,0
chr4:60820027-60820481(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr19:58979931-58980184(-),0,0,0,0,0,0,0,5.0714693005,0,0
chr12:129148344-129149586(+),0,0,0,0,0,0,0,0,0,12.1715263211
chr3:165123794-165124769(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr1:51875303-51906104(-),0,0,0,5.9761007882,0,0,0,0,0,0
chr10:46248036-46248685(+),0,0,0,1.3280223974,0,0,0,0,0,0
chr3:118652370-118652547(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr9:91984931-91985346(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr11:118258187-118258657(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr18:14769342-14772227(+),2.5713560513,2.0285877202,0,4.6480783908,1.0605857781,0,0,0,0,0
chr15:83345213-83350332(-),0,2.0285877202,0,0,0,0,0,0,0,0
chrM:5439-5607(+),0,0,0,0,0,3.0428815803,0,0,0,0
chr8:84879763-84879945(+),0,0,0,0,0,5.0714693005,0,0,0,0
chr3:51464823-51477919(-),0,0,0,5.3120895895,0,0,0,0,0,0
chr17:80842021-80861354(+),0,0,3.0428815803,0,3.1817573342,0,0,0,0,0
chr14:31535332-31542179(+),2.5713560513,1.0142938601,0,0,0,0,0,0,0,0
chr8:141310568-141370292(-),0,0,0,0,2.1211715561,0,0,0,0,0
chrX:16846217-16847893(+),6.4283901283,6.0857631605,9.1286447408,7.9681343842,2.1211715561,0,0,0,0,0
chr19:49064038-49064506(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr12:95166116-95168922(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr5:113989892-113990051(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr7:44789928-44790206(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr12:133153444-133158102(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr1:14997334-14997600(-),0,0,0,0,0,0,0,0,0,11.157232461
chr4:49112430-49141767(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr15:50926579-50955243(-),1.2856780257,0,0,4.6480783908,0,0,0,0,0,0
chr2:165620165-165620339(-),0,0,0,0,0,0,0,0,0,5.0714693005
chr20:33954360-33971936(-),6.4283901283,2.0285877202,0,3.3200559934,1.0605857781,0,0,0,0,0
chr17:49294695-49302544(-),0,2.0285877202,0,0,0,0,0,0,0,0
chrX:78321070-78321360(-),0,0,0,0,0,0,0,0,0,10.1429386009
chr7:69396933-69397222(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr15:62160858-62205614(-),0,0,0,0,3.1817573342,0,0,0,0,0
chr15:21326082-21326251(+),0,0,0,0,0,0,0,7.1000570206,0,0
chr3:141228410-141259451(+),0,0,0,3.3200559934,1.0605857781,0,0,0,0,0
chr16:148143-150507(-),1.2856780257,2.0285877202,1.0142938601,0,1.0605857781,0,0,0,0,0
chr10:16632968-16633189(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr16:62142992-62143771(-),0,0,0,0,0,0,0,0,0,11.157232461
chr1:227381487-227400920(-),1.2856780257,6.0857631605,0,1.9920335961,1.0605857781,0,0,0,0,0
chr6:3078013-3078169(+),2.5713560513,0,0,0,0,0,0,0,0,0
chr2:143881928-143882293(+),0,0,0,0,0,0,4.0571754404,0,0,0
chrM:5308-10874(+),0,0,0,0,0,2.0285877202,0,4.0571754404,0,0
chr4:42545934-42558057(-),0,3.0428815803,4.0571754404,0,1.0605857781,0,0,0,0,0
chr2:112781171-112781488(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr13:24833079-24834424(-),0,0,0,0,0,0,0,2.0285877202,0,0
chr8:120799849-120800359(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:108951563-108952562(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr11:54823846-54825219(+),0,0,0,0,0,0,0,0,9.1286447408,0
chr6:69703660-69772928(+),7.7140681539,2.0285877202,3.0428815803,0,7.4241004464,0,0,0,0,0
chr3:183769388-183769624(+),0,0,0,0,0,0,0,5.0714693005,0,0
chr4:156617908-156643344(+),0,6.0857631605,0,0,1.0605857781,0,0,0,0,0
chr9:87338488-87356842(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr18:23748600-23748804(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr11:86097093-86126355(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr7:75103970-75113533(-),0,1.0142938601,0,5.9761007882,0,0,0,0,0,0
chr17:72758151-72759659(-),2.5713560513,0,0,0,0,0,0,0,0,0
chr2:134430249-134430442(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr12:5860002-5941769(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr5:127474289-127488497(+),3.857034077,6.0857631605,14.2001140413,3.9840671921,15.9087866709,0,0,0,0,0
chr11:57918686-57919689(-),0,0,0,0,0,0,0,5.0714693005,0,0
chr12:80052758-80055028(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr11:35278424-35279018(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr14:91979634-91980532(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr5:24235689-24236573(-),0,0,0,0,0,0,0,0,4.0571754404,0
chr19:58420293-58420463(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr3:9406700-9426509(+),2.5713560513,0,0,0,0,0,0,0,0,0
chr3:33747644-33761682(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr3:137410876-137411226(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr5:109152974-109159538(+),1.2856780257,0,4.0571754404,3.9840671921,6.3635146684,0,0,0,0,0
chr4:146744574-146813567(-),0,1.0142938601,2.0285877202,0,0,0,0,0,0,0
chr1:7837220-7838229(+),33.427628667,29.4145219426,15.2144079014,100.9297022001,14.8482008929,0,0,1.0142938601,0,0
chr16:23256689-23256875(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr22:28318867-28319190(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr13:100893349-100893539(+),0,0,0,0,0,0,4.0571754404,0,0,0
chrM:3523-11989(-),0,0,0,0,0,0,0,0,0,2.0285877202
chr7:73946735-73946895(+),0,0,0,0,0,0,0,4.0571754404,0,0
chr7:32678886-32718742(-),0,1.0142938601,0,3.3200559934,2.1211715561,0,0,0,0,0
chr2:122363277-122363756(-),2.5713560513,8.1143508807,0,5.3120895895,7.4241004464,0,0,0,0,0
chr7:61968910-61969591(+),0,0,0,0,0,4.0571754404,2.0285877202,3.0428815803,0,2.0285877202
chr18:13387340-13484118(+),1.2856780257,0,0,0,2.1211715561,0,0,0,0,0
chr11:68677820-68679071(+),0,0,0,5.3120895895,0,0,0,0,0,0
chr2:50699436-50758568(-),0,0,0,1.9920335961,0,0,0,0,0,0
chr2:66425253-66429620(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr11:93720665-93720867(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr9:66771449-66834437(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr10:36648478-36648664(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:159959694-159960009(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr2:104899415-104901696(+),0,0,0,0,0,0,0,3.0428815803,0,0
chr12:124856568-124862930(-),0,2.0285877202,0,2.6560447947,2.1211715561,0,0,0,0,0
chr14:42212214-42212598(+),0,0,0,0,0,0,0,2.0285877202,0,0
chr19:10503762-10506879(-),0,0,2.0285877202,0,0,0,0,0,0,0
chrY:58978032-58981100(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:114284494-114296102(+),2.5713560513,0,0,0,0,0,0,0,0,0
chr3:141336594-141336785(-),0,0,0,0,0,0,0,0,0,16.2287017615
chr19:19356122-19359691(+),8.9997461796,8.1143508807,3.0428815803,9.9601679803,4.2423431122,0,0,0,0,0
chr3:142467100-142503882(+),0,1.0142938601,0,0,2.1211715561,0,0,0,0,0
chr12:19501333-19519043(+),0,0,2.0285877202,0,0,0,0,0,0,0
chrM:13082-13993(+),0,0,0,0,0,0,0,0,0,4.0571754404
chr5:45176580-45176916(+),0,0,0,0,0,0,0,5.0714693005,0,0
chr20:47736519-47752468(-),0,0,0,1.9920335961,0,0,0,0,0,0
chr13:50279757-50285158(-),0,0,0,3.3200559934,0,0,0,0,0,0
chr12:84865795-84865959(+),0,0,0,0,0,3.0428815803,0,0,0,0
chr9:7512554-7512729(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr14:101434985-101452077(+),0,0,0,1.9920335961,0,0,0,0,0,0
chr1:149931603-149939446(-),0,1.0142938601,2.0285877202,0,0,0,0,0,0,0
chr8:38677753-38677903(+),0,0,2.0285877202,0,0,0,0,0,0,0
chr20:45874752-45891172(-),2.5713560513,3.0428815803,0,0,0,0,0,0,0,0
chr18:76966937-76974038(+),3.857034077,3.0428815803,4.0571754404,0,2.1211715561,0,0,0,0,0
chr6:73787172-73787600(+),0,3.0428815803,0,0,0,0,0,0,0,0
chr16:35000253-35000967(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr7:142684886-142685080(+),0,0,0,0,0,0,0,0,0,14.2001140413
chr12:64321118-64321299(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr12:27867713-27877119(+),24.4278824874,37.5288728234,17.2429956215,7.9681343842,22.2723013393,0,0,0,0,0
chr6:109748050-109752548(-),1.2856780257,0,2.0285877202,0,0,0,0,0,0,0
chr11:89627997-89682910(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr16:33973239-33973580(+),0,0,0,0,0,2.0285877202,0,0,0,0
chr1:59787208-59844509(+),28.2849165644,6.0857631605,5.0714693005,9.9601679803,7.4241004464,0,0,0,0,0
chr17:49340635-49346265(+),12.8567802565,5.0714693005,10.1429386009,15.2722575698,5.3029288903,0,0,0,0,0
chr19:22157531-22171711(-),10.2854242052,5.0714693005,2.0285877202,21.9123695566,0,0,0,0,0,0
chr6:22126724-22126909(+),0,0,0,0,0,0,0,0,6.0857631605,0
chr5:85343330-85343721(+),0,0,0,0,0,0,4.0571754404,0,0,0
chr14:32559708-32619239(+),0,1.0142938601,3.0428815803,0,0,0,0,0,0,0
chr2:70451686-70457986(-),1.2856780257,3.0428815803,1.0142938601,7.9681343842,1.0605857781,0,0,0,0,0
chr1:207186717-207186949(+),0,0,0,0,0,0,0,3.0428815803,0,0
chr5:64981195-65008891(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr4:14914695-14914963(-),0,0,0,0,0,0,0,0,3.0428815803,0
chr7:36370591-36373770(-),0,0,1.0142938601,0,2.1211715561,0,0,0,0,0
chr7:23163396-23164791(+),0,0,0,3.3200559934,0,0,0,0,0,0
chrY:13691629-13732032(-),0,0,0,0,0,0,0,2.0285877202,0,0
chrX:58196820-58196989(-),0,0,0,0,0,0,0,0,0,35.5002851032
chr19:58436991-58439415(-),0,4.0571754404,6.0857631605,0.6640111987,5.3029288903,0,0,0,0,0
chr1:66682081-66682774(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr14:61423937-61424100(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr7:6639460-6641771(+),0,0,1.0142938601,0,2.1211715561,0,0,0,0,0
chr8:38682826-38693805(+),1.2856780257,0,1.0142938601,5.3120895895,0,0,0,0,0,0
chr9:2115822-2161903(+),0,3.0428815803,0,0,1.0605857781,0,0,0,0,0
chr17:79555959-79575848(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr2:114984667-114985167(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr9:134305477-134308181(+),3.857034077,5.0714693005,2.0285877202,5.9761007882,4.2423431122,0,0,0,0,0
chr1:70225879-70257843(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr8:68934271-68950527(+),2.5713560513,1.0142938601,5.0714693005,3.3200559934,4.2423431122,0,0,0,0,0
chr18:21757977-21759799(-),2.5713560513,0,5.0714693005,5.3120895895,2.1211715561,0,0,0,0,0
chr1:220386229-220387321(-),1.2856780257,0,5.0714693005,0,1.0605857781,0,0,0,0,0
chr1:16261986-16262418(+),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:58777574-58778764(-),0,0,0,0,0,0,3.0428815803,0,0,0
chrM:11968-13067(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr1:183219030-183219288(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr2:54788299-54788453(-),0,0,0,0,0,0,0,0,0,18.2572894816
chr20:47691322-47707559(+),2.5713560513,1.0142938601,1.0142938601,0,1.0605857781,0,0,0,0,0
chr1:166904538-166905974(+),3.857034077,0,0,0,0,0,0,0,0,0
chr4:86413182-86413351(+),0,0,0,0,0,0,0,0,3.0428815803,0
chr7:111954290-111954659(+),0,0,0,0,0,0,3.0428815803,0,0,0
chr17:65924471-65925603(+),1.2856780257,4.0571754404,0,2.6560447947,0,0,0,0,0,0
chr2:24357989-24362320(+),2.5713560513,2.0285877202,0,7.9681343842,3.1817573342,0,0,0,0,0
chr2:128081478-128081817(-),0,0,0,3.3200559934,0,0,0,0,0,0
chr2:232696477-232696693(-),0,0,0,0,0,0,0,5.0714693005,0,0
chr5:56509901-56527148(+),0,0,1.0142938601,1.3280223974,0,0,0,0,0,0
chr1:204970298-204971876(-),0,2.0285877202,2.0285877202,0,0,0,0,0,0,0
chr12:118627612-118639268(-),3.857034077,0,0,0,0,0,0,0,0,0
chr2:178749458-178749783(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr14:75590749-75590926(-),0,5.0714693005,0,1.9920335961,0,0,0,0,0,0
chr7:55272137-55272656(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr7:92205085-92210917(-),3.857034077,1.0142938601,0,0,0,0,0,0,0,0
chr9:33900172-33912096(+),1.2856780257,0,0,0,2.1211715561,0,0,0,0,0
chr12:51799345-51799499(+),0,0,0,0,0,0,0,0,0,13.1858201812
chr8:124089351-124157095(+),2.5713560513,0,1.0142938601,0,0,0,0,0,0,0
chr14:51208300-51211083(-),1.2856780257,5.0714693005,5.0714693005,4.6480783908,3.1817573342,0,0,0,0,0
chr10:49474836-49475028(-),0,0,0,0,0,0,0,0,2.0285877202,0
chr4:3816519-3817029(-),0,0,0,0,0,2.0285877202,2.0285877202,0,0,0
chr12:38073915-38074082(-),0,0,0,0,0,0,4.0571754404,0,0,0
chr2:16618855-16621134(-),0,0,0,0,0,0,0,6.0857631605,0,0
chr10:98667022-98667504(+),23.1422044618,69.9862763463,24.3430526422,25.8964367487,14.8482008929,0,0,0,0,0
chr7:43417443-43447330(+),0,2.0285877202,0,0,0,0,0,0,0,0
chr1:233296029-233297109(-),0,0,2.0285877202,0,0,0,0,0,0,0
chr12:6484315-6484550(+),0,0,0,0,0,0,1.0142938601,0,0,12.1715263211
chr10:42371870-42377066(-),0,0,0,0,0,0,3.0428815803,0,0,0
chr17:31149448-31149716(-),0,0,0,0,0,0,0,0,0,4.0571754404
chr13:32652971-32676153(+),0,3.0428815803,0,0,0,0,0,0,0,0
chr9:4600653-4635399(-),0,0,0,5.9761007882,0,0,0,0,0,0
chr1:224592132-224599151(-),0,0,0,2.6560447947,0,0,0,0,0,0
chr1:247157204-247157867(-),0,0,0,0,0,0,0,3.0428815803,0,0
chr3:9026181-9026339(-),0,0,0,0,0,0,2.0285877202,0,0,0
chrX:152648757-152649119(-),0,0,0,0,0,2.0285877202,0,0,0,0
chr21:37661054-37664531(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr2:239184384-239186596(-),0,3.0428815803,0,9.2961567816,1.0605857781,0,0,0,0,0
chr3:179576850-179597911(-),5.1427121026,14.2001140413,9.1286447408,15.2722575698,5.3029288903,0,0,0,0,0
chr15:72541586-72542433(-),7.7140681539,3.0428815803,2.0285877202,6.6401119869,9.5452720026,0,0,0,0,0
chr18:71256011-71256728(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr6:43514308-43516197(-),0,2.0285877202,0,0,0,0,0,0,0,0
chr8:144991353-144991694(+),0,0,0,3.3200559934,0,0,0,0,0,0
chr7:65705312-65751696(+),5.1427121026,8.1143508807,6.0857631605,4.6480783908,9.5452720026,0,0,0,0,0
chr6:110947979-110991744(-),0,1.0142938601,0,3.3200559934,0,0,0,0,0,0
chr20:54694796-54694962(-),0,0,0,0,0,0,0,4.0571754404,0,0
chrM:497-1716(-),1.2856780257,2.0285877202,0,0,0,0,0,0,2.0285877202,0
chr10:7239510-7269899(-),0,0,0,8.6321455829,0,0,0,0,0,0
chr3:72873575-72893574(-),2.5713560513,5.0714693005,2.0285877202,1.9920335961,1.0605857781,0,0,0,0,0
chr22:23492250-23495321(+),0,0,0,0,2.1211715561,0,0,0,0,0
chr6:73016961-73043538(-),5.1427121026,13.1858201812,3.0428815803,0,0,0,0,0,0,0
chr4:128995615-128996148(+),1.2856780257,0,0,5.3120895895,1.0605857781,0,0,0,0,0
chrM:14068-15403(-),3.857034077,1.0142938601,3.0428815803,0,0,0,3.0428815803,0,0,0
chrM:14037-14360(-),0,0,0,0,0,2.0285877202,1.0142938601,0,2.0285877202,4.0571754404
chr4:49096933-49156949(+),0,0,0,0,0,0,0,3.0428815803,0,0
chr3:84164437-84164650(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr1:121115832-121116815(+),0,0,0,5.3120895895,1.0605857781,0,0,0,0,0
chrX:78977004-78977295(+),0,0,0,0,0,0,0,0,0,4.0571754404
chr3:150881680-150911453(+),0,0,0,2.6560447947,1.0605857781,0,0,0,0,0
chr7:47525506-47525669(-),0,0,0,0,0,0,0,0,2.0285877202,0
chrM:13062-13655(+),0,0,0,0,0,1.0142938601,0,3.0428815803,0,0
chr4:1274905-1275084(-),0,0,0,0,0,0,2.0285877202,0,0,0
chr4:153750777-153793716(+),3.857034077,1.0142938601,0,0,0,0,0,0,0,0
chr1:231079552-231094045(-),0,0,0,3.9840671921,0,0,0,0,0,0
chr9:115811642-115812155(-),0,5.0714693005,0,1.3280223974,0,0,0,0,0,0
chr13:78293667-78327493(-),3.857034077,1.0142938601,0,0,0,0,0,0,0,0
